Crop,Mandi,Distance_km,Region,Date,Price_Rs_per_quintal
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-24,1631.02
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-25,1585.59
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-26,1571.07
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-27,1623.97
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-28,1606.68
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-29,1664.62
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-30,1602.93
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-07-31,1585.95
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-01,1629.49
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-02,1688.47
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-03,1659.82
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-04,1712.89
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-05,1646.29
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-06,1625.08
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-07,1598.88
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-08,1530.73
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-09,1507.46
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-10,1452.00
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-11,1407.38
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-12,1444.93
Tomato,Pune,180,"Western Maharashtra — urban demand",2026-08-13,1430.11
Tomato,Solapur,220,"South Maharashtra",2026-07-15,1463.48
Tomato,Solapur,220,"South Maharashtra",2026-07-16,1513.71
Tomato,Solapur,220,"South Maharashtra",2026-07-17,1492.44
Tomato,Solapur,220,"South Maharashtra",2026-07-18,1425.05
Tomato,Solapur,220,"South Maharashtra",2026-07-19,1461.13
Tomato,Solapur,220,"South Maharashtra",2026-07-20,1395.59
Tomato,Solapur,220,"South Maharashtra",2026-07-21,1335.71
Tomato,Solapur,220,"South Maharashtra",2026-07-22,1297.71
Tomato,Solapur,220,"South Maharashtra",2026-07-23,1343.77
Tomato,Solapur,220,"South Maharashtra",2026-07-24,1309.99
Tomato,Solapur,220,"South Maharashtra",2026-07-25,1318.64
Tomato,Solapur,220,"South Maharashtra",2026-07-26,1342.92
Tomato,Solapur,220,"South Maharashtra",2026-07-27,1309.65
Tomato,Solapur,220,"South Maharashtra",2026-07-28,1339.99
Tomato,Solapur,220,"South Maharashtra",2026-07-29,1351.01
Tomato,Solapur,220,"South Maharashtra",2026-07-30,1282.66
Tomato,Solapur,220,"South Maharashtra",2026-07-31,1275.66
Tomato,Solapur,220,"South Maharashtra",2026-08-01,1328.11
Tomato,Solapur,220,"South Maharashtra",2026-08-02,1291.39
Tomato,Solapur,220,"South Maharashtra",2026-08-03,1286.01
Tomato,Solapur,220,"South Maharashtra",2026-08-04,1238.34
Tomato,Solapur,220,"South Maharashtra",2026-08-05,1263.39
Tomato,Solapur,220,"South Maharashtra",2026-08-06,1292.81
Tomato,Solapur,220,"South Maharashtra",2026-08-07,1265.21
Tomato,Solapur,220,"South Maharashtra",2026-08-08,1243.15
Tomato,Solapur,220,"South Maharashtra",2026-08-09,1182.54
Tomato,Solapur,220,"South Maharashtra",2026-08-10,1211.77
Tomato,Solapur,220,"South Maharashtra",2026-08-11,1151.36
Tomato,Solapur,220,"South Maharashtra",2026-08-12,1155.19
Tomato,Solapur,220,"South Maharashtra",2026-08-13,1213.49
Tomato,Kolhapur,370,"South Maharashtra",2026-07-15,1617.14
Tomato,Kolhapur,370,"South Maharashtra",2026-07-16,1559.18
Tomato,Kolhapur,370,"South Maharashtra",2026-07-17,1555.73
Tomato,Kolhapur,370,"South Maharashtra",2026-07-18,1543.23
Tomato,Kolhapur,370,"South Maharashtra",2026-07-19,1528.64
Tomato,Kolhapur,370,"South Maharashtra",2026-07-20,1546.01
Tomato,Kolhapur,370,"South Maharashtra",2026-07-21,1585.37
Tomato,Kolhapur,370,"South Maharashtra",2026-07-22,1530.69
Tomato,Kolhapur,370,"South Maharashtra",2026-07-23,1497.77
Tomato,Kolhapur,370,"South Maharashtra",2026-07-24,1476.20
Tomato,Kolhapur,370,"South Maharashtra",2026-07-25,1431.38
Tomato,Kolhapur,370,"South Maharashtra",2026-07-26,1394.44
Tomato,Kolhapur,370,"South Maharashtra",2026-07-27,1440.92
Tomato,Kolhapur,370,"South Maharashtra",2026-07-28,1413.24
Tomato,Kolhapur,370,"South Maharashtra",2026-07-29,1472.86
Tomato,Kolhapur,370,"South Maharashtra",2026-07-30,1433.11
Tomato,Kolhapur,370,"South Maharashtra",2026-07-31,1447.06
Tomato,Kolhapur,370,"South Maharashtra",2026-08-01,1388.68
Tomato,Kolhapur,370,"South Maharashtra",2026-08-02,1425.46
Tomato,Kolhapur,370,"South Maharashtra",2026-08-03,1473.22
Tomato,Kolhapur,370,"South Maharashtra",2026-08-04,1443.36
Tomato,Kolhapur,370,"South Maharashtra",2026-08-05,1399.67
Tomato,Kolhapur,370,"South Maharashtra",2026-08-06,1403.87
Tomato,Kolhapur,370,"South Maharashtra",2026-08-07,1380.80
Tomato,Kolhapur,370,"South Maharashtra",2026-08-08,1367.98
Tomato,Kolhapur,370,"South Maharashtra",2026-08-09,1400.22
Tomato,Kolhapur,370,"South Maharashtra",2026-08-10,1342.46
Tomato,Kolhapur,370,"South Maharashtra",2026-08-11,1352.88
Tomato,Kolhapur,370,"South Maharashtra",2026-08-12,1332.10
Tomato,Kolhapur,370,"South Maharashtra",2026-08-13,1290.19
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-15,1459.07
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-16,1415.13
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-17,1389.75
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-18,1343.33
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-19,1300.70
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-20,1301.01
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-21,1246.07
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-22,1248.19
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-23,1189.70
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-24,1211.60
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-25,1178.97
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-26,1233.83
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-27,1238.39
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-28,1223.28
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-29,1281.64
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-30,1238.00
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-07-31,1193.80
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-01,1243.11
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-02,1280.25
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-03,1325.58
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-04,1277.06
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-05,1280.83
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-06,1328.76
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-07,1341.42
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-08,1337.70
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-09,1306.09
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-10,1356.52
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-11,1351.99
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-12,1406.71
Tomato,Nagpur,590,"Vidarbha — soybean belt",2026-08-13,1354.54
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-15,4966.84
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-16,4953.73
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-17,4951.76
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-18,4957.20
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-19,4947.84
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-20,4940.42
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-21,4952.61
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-22,4943.98
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-23,4941.70
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-24,4939.19
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-25,4931.94
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-26,4946.06
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-27,4948.82
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-28,4935.49
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-29,4924.78
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-30,4927.68
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-07-31,4922.80
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-01,4926.56
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-02,4932.78
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-03,4931.95
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-04,4936.50
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-05,4929.22
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-06,4939.63
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-07,4930.54
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-08,4919.14
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-09,4917.76
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-10,4916.71
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-11,4903.22
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-12,4891.19
Soyabean,Kopargaon,5,"Ahmednagar dist. (home mandi)",2026-08-13,4901.49
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-15,4926.95
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-16,4924.24
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-17,4914.23
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-18,4931.65
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-19,4943.15
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-20,4959.48
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-21,4975.28
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-22,4966.16
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-23,4981.42
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-24,4977.43
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-25,4967.96
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-26,4962.34
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-27,4952.44
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-28,4967.07
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-29,4960.41
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-30,4955.82
Soyabean,Ahmednagar,48,"North Maharashtra",2026-07-31,4946.40
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-01,4961.24
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-02,4975.27
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-03,4985.27
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-04,4987.08
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-05,4983.93
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-06,4987.25
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-07,5000.77
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-08,5017.36
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-09,5015.30
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-10,5009.26
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-11,5013.41
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-12,5022.94
Soyabean,Ahmednagar,48,"North Maharashtra",2026-08-13,5013.74
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-15,4911.98
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-16,4905.60
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-17,4922.43
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-18,4928.95
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-19,4914.02
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-20,4903.56
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-21,4902.70
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-22,4916.57
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-23,4908.69
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-24,4894.75
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-25,4890.83
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-26,4887.08
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-27,4890.69
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-28,4882.51
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-29,4883.03
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-30,4897.85
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-07-31,4887.58
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-01,4892.81
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-02,4903.40
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-03,4896.96
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-04,4902.33
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-05,4898.80
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-06,4898.34
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-07,4907.43
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-08,4921.30
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-09,4923.07
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-10,4915.79
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-11,4925.49
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-12,4927.85
Soyabean,Nashik,85,"North Maharashtra — Lasalgaon onion hub",2026-08-13,4918.03
Soyabean,Aurangabad,120,"Marathwada",2026-07-15,4984.37
Soyabean,Aurangabad,120,"Marathwada",2026-07-16,4990.11
Soyabean,Aurangabad,120,"Marathwada",2026-07-17,4981.20
Soyabean,Aurangabad,120,"Marathwada",2026-07-18,4975.82
Soyabean,Aurangabad,120,"Marathwada",2026-07-19,4989.05
Soyabean,Aurangabad,120,"Marathwada",2026-07-20,4997.41
Soyabean,Aurangabad,120,"Marathwada",2026-07-21,5009.16
Soyabean,Aurangabad,120,"Marathwada",2026-07-22,5009.48
Soyabean,Aurangabad,120,"Marathwada",2026-07-23,5009.40
Soyabean,Aurangabad,120,"Marathwada",2026-07-24,4997.70
Soyabean,Aurangabad,120,"Marathwada",2026-07-25,4983.89
Soyabean,Aurangabad,120,"Marathwada",2026-07-26,4992.92
Soyabean,Aurangabad,120,"Marathwada",2026-07-27,5005.36
Soyabean,Aurangabad,120,"Marathwada",2026-07-28,4999.27
Soyabean,Aurangabad,120,"Marathwada",2026-07-29,4998.48
Soyabean,Aurangabad,120,"Marathwada",2026-07-30,5000.70
Soyabean,Aurangabad,120,"Marathwada",2026-07-31,5006.22
Soyabean,Aurangabad,120,"Marathwada",2026-08-01,4998.81
Soyabean,Aurangabad,120,"Marathwada",2026-08-02,4984.86
Soyabean,Aurangabad,120,"Marathwada",2026-08-03,4977.38
Soyabean,Aurangabad,120,"Marathwada",2026-08-04,4993.05
Soyabean,Aurangabad,120,"Marathwada",2026-08-05,4988.94
Soyabean,Aurangabad,120,"Marathwada",2026-08-06,4985.02
Soyabean,Aurangabad,120,"Marathwada",2026-08-07,4999.01
Soyabean,Aurangabad,120,"Marathwada",2026-08-08,5006.51
Soyabean,Aurangabad,120,"Marathwada",2026-08-09,5023.20
Soyabean,Aurangabad,120,"Marathwada",2026-08-10,5035.24
Soyabean,Aurangabad,120,"Marathwada",2026-08-11,5048.07
Soyabean,Aurangabad,120,"Marathwada",2026-08-12,5056.40
Soyabean,Aurangabad,120,"Marathwada",2026-08-13,5051.51
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-15,4939.85
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-16,4953.79
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-17,4939.51
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-18,4954.06
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-19,4943.65
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-20,4929.73
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-21,4935.40
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-22,4944.36
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-23,4948.04
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-24,4959.27
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-25,4973.30
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-26,4985.85
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-27,5001.67
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-28,4993.07
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-29,4979.00
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-30,4990.52
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-07-31,5002.25
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-01,4996.77
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-02,4984.72
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-03,4976.73
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-04,4975.31
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-05,4968.27
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-06,4976.16
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-07,4971.50
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-08,4973.27
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-09,4978.59
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-10,4976.56
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-11,4986.43
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-12,4994.03
Soyabean,Pune,180,"Western Maharashtra — urban demand",2026-08-13,4986.20
Soyabean,Solapur,220,"South Maharashtra",2026-07-15,4948.46
Soyabean,Solapur,220,"South Maharashtra",2026-07-16,4939.42
Soyabean,Solapur,220,"South Maharashtra",2026-07-17,4930.60
Soyabean,Solapur,220,"South Maharashtra",2026-07-18,4947.34
Soyabean,Solapur,220,"South Maharashtra",2026-07-19,4947.78
Soyabean,Solapur,220,"South Maharashtra",2026-07-20,4958.46
Soyabean,Solapur,220,"South Maharashtra",2026-07-21,4959.19
Soyabean,Solapur,220,"South Maharashtra",2026-07-22,4970.86
Soyabean,Solapur,220,"South Maharashtra",2026-07-23,4986.03
Soyabean,Solapur,220,"South Maharashtra",2026-07-24,4977.90
Soyabean,Solapur,220,"South Maharashtra",2026-07-25,4979.23
Soyabean,Solapur,220,"South Maharashtra",2026-07-26,4984.43
Soyabean,Solapur,220,"South Maharashtra",2026-07-27,4994.44
Soyabean,Solapur,220,"South Maharashtra",2026-07-28,5005.01
Soyabean,Solapur,220,"South Maharashtra",2026-07-29,5001.71
Soyabean,Solapur,220,"South Maharashtra",2026-07-30,4999.45
Soyabean,Solapur,220,"South Maharashtra",2026-07-31,4987.78
Soyabean,Solapur,220,"South Maharashtra",2026-08-01,4974.16
Soyabean,Solapur,220,"South Maharashtra",2026-08-02,4967.50
Soyabean,Solapur,220,"South Maharashtra",2026-08-03,4969.12
Soyabean,Solapur,220,"South Maharashtra",2026-08-04,4982.49
Soyabean,Solapur,220,"South Maharashtra",2026-08-05,4982.19
Soyabean,Solapur,220,"South Maharashtra",2026-08-06,4991.56
Soyabean,Solapur,220,"South Maharashtra",2026-08-07,4997.68
Soyabean,Solapur,220,"South Maharashtra",2026-08-08,4993.19
Soyabean,Solapur,220,"South Maharashtra",2026-08-09,5005.04
Soyabean,Solapur,220,"South Maharashtra",2026-08-10,5014.14
Soyabean,Solapur,220,"South Maharashtra",2026-08-11,5013.06
Soyabean,Solapur,220,"South Maharashtra",2026-08-12,5017.06
Soyabean,Solapur,220,"South Maharashtra",2026-08-13,5016.68
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-15,4923.18
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-16,4917.74
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-17,4930.13
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-18,4919.99
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-19,4915.40
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-20,4905.77
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-21,4896.86
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-22,4905.83
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-23,4921.45
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-24,4918.56
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-25,4929.66
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-26,4929.00
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-27,4934.33
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-28,4925.76
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-29,4911.93
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-30,4922.35
Soyabean,Kolhapur,370,"South Maharashtra",2026-07-31,4923.75
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-01,4923.90
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-02,4928.08
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-03,4936.90
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-04,4936.25
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-05,4945.49
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-06,4937.93
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-07,4951.51
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-08,4959.37
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-09,4966.66
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-10,4966.52
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-11,4971.64
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-12,4969.88
Soyabean,Kolhapur,370,"South Maharashtra",2026-08-13,4978.18
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-15,5073.33
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-16,5073.02
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-17,5071.43
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-18,5086.57
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-19,5092.41
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-20,5090.31
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-21,5106.69
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-22,5108.84
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-23,5118.73
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-24,5120.97
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-25,5124.17
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-26,5132.36
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-27,5138.03
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-28,5140.24
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-29,5155.69
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-30,5162.51
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-07-31,5172.01
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-01,5188.35
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-02,5175.23
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-03,5173.00
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-04,5171.13
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-05,5178.60
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-06,5172.14
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-07,5180.80
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-08,5183.29
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-09,5193.87
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-10,5185.75
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-11,5195.44
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-12,5201.24
Soyabean,Nagpur,590,"Vidarbha — soybean belt",2026-08-13,5204.40
